order_item_id,order_id,product_id,quantity,unit_price,discount,revenue,cost,profit
750,ORD-10374,PROD-005,2,119.98,0.0,239.96,172.33,67.63
751,ORD-10375,PROD-006,3,104.39,0.0,313.17,185.31,127.86
752,ORD-10376,PROD-015,1,18.79,0.05,17.85,11.66,6.19
753,ORD-10376,PROD-008,2,263.51,0.1,474.32,340.28,134.04
754,ORD-10377,PROD-008,2,217.12,0.0,434.24,279.71,154.53
755,ORD-10377,PROD-009,3,163.27,0.05,465.32,299.37,165.95
756,ORD-10378,PROD-011,1,82.16,0.0,82.16,48.78,33.38
757,ORD-10378,PROD-005,3,113.94,0.15,290.55,157.24,133.31
758,ORD-10379,PROD-014,3,30.25,0.0,90.75,45.04,45.71
759,ORD-10379,PROD-013,2,58.54,0.1,105.37,74.67,30.7
760,ORD-10380,PROD-014,4,27.71,0.0,110.84,53.57,57.27
761,ORD-10380,PROD-009,4,162.57,0.0,650.28,406.59,243.69
762,ORD-10380,PROD-003,4,68.58,0.0,274.32,144.77,129.55
763,ORD-10381,PROD-006,2,95.84,0.0,191.68,114.14,77.54
764,ORD-10381,PROD-001,4,902.89,0.0,3611.56,2504.18,1107.38
765,ORD-10381,PROD-007,1,520.09,0.1,468.08,315.29,152.79
766,ORD-10382,PROD-005,1,110.51,0.0,110.51,75.4,35.11
767,ORD-10382,PROD-007,3,555.25,0.0,1665.75,1031.42,634.33
768,ORD-10382,PROD-003,4,74.86,0.0,299.44,178.29,121.15
769,ORD-10383,PROD-010,4,45.65,0.05,173.47,82.08,91.39
770,ORD-10384,PROD-001,4,888.36,0.0,3553.44,2355.61,1197.83
771,ORD-10385,PROD-012,2,65.68,0.0,131.36,84.13,47.23
772,ORD-10385,PROD-010,3,47.22,0.05,134.58,95.63,38.95
773,ORD-10385,PROD-003,1,81.82,0.05,77.73,44.9,32.83
774,ORD-10386,PROD-008,3,234.32,0.0,702.96,319.54,383.42
775,ORD-10387,PROD-005,1,119.3,0.15,101.41,54.46,46.95
776,ORD-10387,PROD-015,4,16.36,0.0,65.44,45.97,19.47
777,ORD-10387,PROD-009,2,171.33,0.1,308.39,154.12,154.27
778,ORD-10388,PROD-009,4,179.87,0.0,719.48,407.75,311.73
779,ORD-10388,PROD-012,1,68.78,0.0,68.78,31.72,37.06
780,ORD-10388,PROD-002,3,290.42,0.1,784.13,429.17,354.96
781,ORD-10389,PROD-008,3,243.58,0.0,730.74,391.3,339.44
782,ORD-10389,PROD-003,4,73.34,0.1,264.02,174.59,89.43
783,ORD-10390,PROD-009,2,163.84,0.0,327.68,204.55,123.13
784,ORD-10391,PROD-007,1,496.97,0.15,422.42,193.35,229.07
785,ORD-10391,PROD-016,2,24.51,0.0,49.02,32.81,16.21
786,ORD-10392,PROD-014,4,29.31,0.1,105.52,51.09,54.43
787,ORD-10393,PROD-005,4,101.59,0.1,365.72,207.58,158.14
788,ORD-10393,PROD-003,3,77.77,0.05,221.64,145.78,75.86
789,ORD-10394,PROD-016,2,23.71,0.0,47.42,33.77,13.65
790,ORD-10394,PROD-010,2,45.48,0.0,90.96,65.43,25.53
791,ORD-10395,PROD-006,3,102.75,0.0,308.25,164.47,143.78
792,ORD-10395,PROD-012,4,71.27,0.1,256.57,152.98,103.59
793,ORD-10395,PROD-005,2,110.39,0.15,187.66,127.39,60.27
794,ORD-10396,PROD-007,3,485.52,0.0,1456.56,887.71,568.85
795,ORD-10396,PROD-002,2,262.89,0.1,473.2,284.86,188.34
796,ORD-10396,PROD-010,1,42.85,0.0,42.85,30.13,12.72
797,ORD-10397,PROD-008,1,231.47,0.0,231.47,150.83,80.64
798,ORD-10398,PROD-014,4,33.14,0.05,125.93,68.35,57.58
799,ORD-10398,PROD-001,4,910.73,0.05,3460.77,1925.74,1535.03
800,ORD-10398,PROD-012,4,72.01,0.0,288.04,129.7,158.34
801,ORD-10399,PROD-011,1,86.32,0.15,73.37,51.07,22.3
802,ORD-10399,PROD-004,2,42.13,0.15,71.62,35.69,35.93
803,ORD-10399,PROD-016,4,23.66,0.0,94.64,57.21,37.43
804,ORD-10400,PROD-002,1,294.79,0.1,265.31,136.92,128.39
805,ORD-10400,PROD-005,2,113.68,0.0,227.36,153.63,73.73
806,ORD-10400,PROD-016,4,22.84,0.0,91.36,47.19,44.17
807,ORD-10401,PROD-015,1,18.31,0.0,18.31,12.03,6.28
808,ORD-10402,PROD-003,1,76.48,0.05,72.66,46.55,26.11
809,ORD-10403,PROD-012,2,69.2,0.1,124.56,88.11,36.45
810,ORD-10403,PROD-007,4,502.59,0.1,1809.32,978.23,831.09
811,ORD-10403,PROD-010,1,41.39,0.05,39.32,22.78,16.54
812,ORD-10404,PROD-016,3,21.91,0.0,65.73,39.8,25.93
813,ORD-10404,PROD-006,3,99.07,0.0,297.21,164.09,133.12
814,ORD-10405,PROD-013,3,54.24,0.0,162.72,84.28,78.44
815,ORD-10405,PROD-010,2,48.87,0.0,97.74,53.33,44.41
816,ORD-10406,PROD-005,2,102.9,0.0,205.8,105.11,100.69
817,ORD-10407,PROD-008,4,220.81,0.0,883.24,443.65,439.59
818,ORD-10407,PROD-016,2,24.39,0.0,48.78,26.23,22.55
819,ORD-10407,PROD-013,4,52.01,0.05,197.64,135.43,62.21
820,ORD-10408,PROD-008,3,234.88,0.0,704.64,434.05,270.59
821,ORD-10408,PROD-012,4,58.84,0.0,235.36,125.19,110.17
822,ORD-10408,PROD-002,2,284.35,0.0,568.7,336.48,232.22
823,ORD-10409,PROD-012,2,71.29,0.0,142.58,100.54,42.04
824,ORD-10409,PROD-008,4,231.35,0.05,879.13,507.24,371.89
825,ORD-10410,PROD-001,4,948.24,0.05,3603.31,2079.24,1524.07
826,ORD-10411,PROD-013,4,52.2,0.05,198.36,112.67,85.69
827,ORD-10411,PROD-004,3,41.4,0.0,124.2,65.46,58.74
828,ORD-10412,PROD-004,4,44.73,0.0,178.92,86.71,92.21
829,ORD-10413,PROD-006,2,87.51,0.05,166.27,102.95,63.32
830,ORD-10413,PROD-013,2,58.31,0.0,116.62,73.24,43.38
831,ORD-10413,PROD-011,3,81.87,0.15,208.77,136.9,71.87
832,ORD-10414,PROD-013,2,51.5,0.05,97.85,57.89,39.96
833,ORD-10414,PROD-006,1,98.75,0.0,98.75,67.16,31.59
834,ORD-10415,PROD-006,4,96.51,0.0,386.04,234.13,151.91
835,ORD-10415,PROD-015,4,19.49,0.0,77.96,45.93,32.03
836,ORD-10415,PROD-016,4,21.86,0.05,83.07,49.89,33.18
837,ORD-10416,PROD-002,3,268.05,0.05,763.94,368.03,395.91
838,ORD-10417,PROD-007,3,503.71,0.0,1511.13,809.57,701.56
839,ORD-10417,PROD-013,3,58.24,0.0,174.72,89.0,85.72
840,ORD-10418,PROD-003,4,80.1,0.0,320.4,174.56,145.84
841,ORD-10418,PROD-014,2,30.47,0.15,51.8,31.63,20.17
842,ORD-10418,PROD-004,3,36.78,0.0,110.34,60.75,49.59
843,ORD-10419,PROD-015,1,19.06,0.05,18.11,11.41,6.7
844,ORD-10419,PROD-001,4,866.54,0.15,2946.24,1428.09,1518.15
845,ORD-10420,PROD-007,2,559.14,0.0,1118.28,674.41,443.87
846,ORD-10420,PROD-002,2,292.09,0.0,584.18,397.68,186.5
847,ORD-10421,PROD-015,2,18.15,0.1,32.67,15.62,17.05
848,ORD-10422,PROD-009,1,179.12,0.1,161.21,81.09,80.12
849,ORD-10423,PROD-006,1,96.86,0.0,96.86,67.97,28.89
850,ORD-10423,PROD-015,3,17.93,0.05,51.1,28.58,22.52
851,ORD-10424,PROD-009,2,170.55,0.0,341.1,182.27,158.83
852,ORD-10424,PROD-007,4,544.42,0.0,2177.68,1445.73,731.95
853,ORD-10424,PROD-005,4,113.73,0.0,454.92,262.91,192.01
854,ORD-10425,PROD-001,2,989.39,0.0,1978.78,1409.22,569.56
855,ORD-10426,PROD-014,3,28.96,0.05,82.54,46.52,36.02
856,ORD-10426,PROD-008,1,226.14,0.1,203.53,102.47,101.06
857,ORD-10427,PROD-016,3,24.18,0.15,61.66,33.58,28.08
858,ORD-10427,PROD-014,2,32.09,0.0,64.18,30.28,33.9
859,ORD-10428,PROD-008,2,234.69,0.1,422.44,209.02,213.42
860,ORD-10428,PROD-006,2,104.58,0.0,209.16,134.88,74.28
861,ORD-10428,PROD-014,2,29.58,0.15,50.29,25.98,24.31
862,ORD-10429,PROD-003,2,78.88,0.1,141.98,68.9,73.08
863,ORD-10429,PROD-002,2,305.6,0.05,580.64,364.84,215.8
864,ORD-10430,PROD-014,1,30.9,0.0,30.9,14.34,16.56
865,ORD-10430,PROD-002,3,260.66,0.1,703.78,445.13,258.65
866,ORD-10430,PROD-001,2,929.61,0.0,1859.22,1175.87,683.35
867,ORD-10431,PROD-008,1,245.91,0.0,245.91,141.81,104.1
868,ORD-10431,PROD-012,2,68.61,0.0,137.22,68.82,68.4
869,ORD-10432,PROD-008,3,253.65,0.0,760.95,421.82,339.13
870,ORD-10432,PROD-007,3,487.26,0.1,1315.6,858.23,457.37
871,ORD-10432,PROD-001,4,991.82,0.1,3570.55,2559.42,1011.13
872,ORD-10433,PROD-003,3,68.05,0.0,204.15,94.58,109.57
873,ORD-10433,PROD-011,1,82.13,0.0,82.13,49.2,32.93
874,ORD-10434,PROD-006,3,92.39,0.0,277.17,170.98,106.19
875,ORD-10435,PROD-010,2,42.59,0.0,85.18,60.36,24.82
876,ORD-10435,PROD-011,2,91.95,0.05,174.7,125.28,49.42
877,ORD-10435,PROD-016,2,20.15,0.0,40.3,21.98,18.32
878,ORD-10436,PROD-016,4,22.56,0.1,81.22,56.9,24.32
879,ORD-10436,PROD-005,4,121.64,0.15,413.58,198.93,214.65
880,ORD-10436,PROD-007,1,491.43,0.0,491.43,305.3,186.13
881,ORD-10437,PROD-008,2,245.74,0.0,491.48,262.29,229.19
882,ORD-10438,PROD-003,3,81.73,0.1,220.67,100.63,120.04
883,ORD-10438,PROD-004,4,42.51,0.0,170.04,87.52,82.52
884,ORD-10438,PROD-012,4,62.93,0.15,213.96,106.66,107.3
885,ORD-10439,PROD-014,3,27.57,0.1,74.44,47.93,26.51
886,ORD-10440,PROD-002,2,275.57,0.0,551.14,283.37,267.77
887,ORD-10440,PROD-008,4,251.23,0.0,1004.92,625.89,379.03
888,ORD-10440,PROD-005,2,119.19,0.0,238.38,111.32,127.06
889,ORD-10441,PROD-003,1,79.96,0.1,71.96,50.17,21.79
890,ORD-10442,PROD-016,4,23.03,0.0,92.12,52.43,39.69
891,ORD-10442,PROD-010,1,44.73,0.0,44.73,26.09,18.64
892,ORD-10442,PROD-001,4,941.42,0.0,3765.68,2408.94,1356.74
893,ORD-10443,PROD-002,3,280.51,0.0,841.53,531.14,310.39
894,ORD-10443,PROD-015,2,17.11,0.1,30.8,15.28,15.52
895,ORD-10443,PROD-004,3,41.88,0.0,125.64,67.3,58.34
896,ORD-10444,PROD-003,3,82.28,0.0,246.84,129.28,117.56
897,ORD-10445,PROD-001,3,884.0,0.0,2652.0,1395.07,1256.93
898,ORD-10446,PROD-011,4,89.72,0.05,340.94,182.69,158.25
899,ORD-10446,PROD-001,4,901.8,0.1,3246.48,1683.59,1562.89
900,ORD-10446,PROD-008,3,240.19,0.0,720.57,453.51,267.06
901,ORD-10447,PROD-009,4,190.06,0.0,760.24,364.31,395.93
902,ORD-10448,PROD-006,2,85.78,0.05,162.98,74.18,88.8
903,ORD-10448,PROD-007,2,503.89,0.0,1007.78,484.69,523.09
904,ORD-10448,PROD-014,2,27.45,0.1,49.41,25.73,23.68
905,ORD-10449,PROD-015,4,18.22,0.05,69.24,46.13,23.11
906,ORD-10450,PROD-007,3,559.44,0.0,1678.32,805.34,872.98
907,ORD-10450,PROD-010,3,50.08,0.0,150.24,69.12,81.12
908,ORD-10450,PROD-014,2,29.83,0.1,53.69,29.55,24.14
909,ORD-10451,PROD-004,4,38.4,0.0,153.6,105.74,47.86
910,ORD-10451,PROD-016,4,20.9,0.0,83.6,47.22,36.38
911,ORD-10451,PROD-011,1,83.62,0.0,83.62,53.99,29.63
912,ORD-10452,PROD-010,4,41.75,0.05,158.65,82.92,75.73
913,ORD-10453,PROD-011,2,93.14,0.1,167.65,88.88,78.77
914,ORD-10454,PROD-005,3,117.45,0.0,352.35,201.01,151.34
915,ORD-10454,PROD-015,2,19.49,0.0,38.98,18.6,20.38
916,ORD-10455,PROD-011,3,84.47,0.0,253.41,175.66,77.75
917,ORD-10455,PROD-003,4,72.39,0.0,289.56,147.81,141.75
918,ORD-10455,PROD-010,3,46.77,0.05,133.29,85.37,47.92
919,ORD-10456,PROD-015,2,18.42,0.0,36.84,22.12,14.72
920,ORD-10456,PROD-014,4,31.14,0.0,124.56,78.66,45.9
921,ORD-10456,PROD-012,1,68.27,0.0,68.27,42.61,25.66
922,ORD-10457,PROD-012,1,67.13,0.0,67.13,40.32,26.81
923,ORD-10457,PROD-007,3,530.03,0.1,1431.08,905.03,526.05
924,ORD-10458,PROD-006,3,93.83,0.0,281.49,202.62,78.87
925,ORD-10458,PROD-015,1,20.15,0.0,20.15,11.86,8.29
926,ORD-10458,PROD-012,3,66.27,0.1,178.93,123.19,55.74
927,ORD-10459,PROD-001,3,933.51,0.0,2800.53,1796.59,1003.94
928,ORD-10460,PROD-015,2,19.77,0.0,39.54,21.99,17.55
929,ORD-10461,PROD-006,3,95.16,0.0,285.48,175.7,109.78
930,ORD-10461,PROD-005,1,121.87,0.0,121.87,86.21,35.66
931,ORD-10462,PROD-011,1,92.76,0.0,92.76,61.99,30.77
932,ORD-10462,PROD-003,1,73.17,0.05,69.51,34.81,34.7
933,ORD-10462,PROD-006,3,101.27,0.0,303.81,173.11,130.7
934,ORD-10463,PROD-001,3,929.29,0.05,2648.48,1556.56,1091.92
935,ORD-10463,PROD-016,3,21.8,0.0,65.4,43.28,22.12
936,ORD-10463,PROD-005,4,111.79,0.15,380.09,203.97,176.12
937,ORD-10464,PROD-009,1,199.62,0.1,179.66,99.16,80.5
938,ORD-10464,PROD-012,3,67.59,0.15,172.35,83.54,88.81
939,ORD-10464,PROD-003,2,73.86,0.1,132.95,68.41,64.54
940,ORD-10465,PROD-005,3,112.87,0.0,338.61,177.7,160.91
941,ORD-10466,PROD-003,4,75.45,0.0,301.8,216.17,85.63
942,ORD-10467,PROD-005,2,111.12,0.15,188.9,123.87,65.03
943,ORD-10467,PROD-012,1,67.2,0.15,57.12,41.11,16.01
944,ORD-10468,PROD-001,4,1053.78,0.0,4215.12,1929.22,2285.9
945,ORD-10469,PROD-004,2,43.81,0.0,87.62,57.14,30.48
946,ORD-10470,PROD-003,4,82.81,0.0,331.24,179.01,152.23
947,ORD-10471,PROD-015,3,17.21,0.0,51.63,23.46,28.17
948,ORD-10471,PROD-010,4,47.33,0.0,189.32,95.73,93.59
949,ORD-10471,PROD-012,1,67.82,0.0,67.82,40.02,27.8
950,ORD-10472,PROD-008,2,229.96,0.0,459.92,268.64,191.28
951,ORD-10473,PROD-008,4,239.13,0.0,956.52,684.8,271.72
952,ORD-10473,PROD-006,1,86.3,0.0,86.3,59.63,26.67
953,ORD-10473,PROD-011,3,81.06,0.0,243.18,144.45,98.73
954,ORD-10474,PROD-014,2,32.39,0.1,58.3,36.3,22.0
955,ORD-10475,PROD-010,3,43.53,0.0,130.59,78.0,52.59
956,ORD-10476,PROD-016,1,23.76,0.0,23.76,17.06,6.7
957,ORD-10476,PROD-003,3,77.19,0.0,231.57,151.67,79.9
958,ORD-10477,PROD-009,3,168.35,0.05,479.8,306.89,172.91
959,ORD-10477,PROD-014,2,33.37,0.15,56.73,28.5,28.23
960,ORD-10477,PROD-003,4,76.71,0.1,276.16,140.82,135.34
961,ORD-10478,PROD-001,3,905.86,0.1,2445.82,1232.04,1213.78
962,ORD-10479,PROD-003,4,77.66,0.0,310.64,175.55,135.09
963,ORD-10479,PROD-008,1,267.85,0.0,267.85,185.84,82.01
964,ORD-10480,PROD-001,1,1045.32,0.0,1045.32,698.75,346.57
965,ORD-10480,PROD-005,1,113.15,0.15,96.18,58.91,37.27
966,ORD-10480,PROD-007,4,470.38,0.05,1787.44,1108.23,679.21
967,ORD-10481,PROD-003,4,67.6,0.0,270.4,130.36,140.04
968,ORD-10481,PROD-004,1,36.98,0.0,36.98,19.62,17.36
969,ORD-10481,PROD-015,2,18.75,0.05,35.62,19.4,16.22
970,ORD-10482,PROD-012,1,68.24,0.0,68.24,43.64,24.6
971,ORD-10482,PROD-011,3,95.12,0.05,271.09,138.64,132.45
972,ORD-10482,PROD-006,4,85.73,0.1,308.63,189.16,119.47
973,ORD-10483,PROD-004,2,38.61,0.1,69.5,31.35,38.15
974,ORD-10484,PROD-006,2,94.2,0.0,188.4,109.42,78.98
975,ORD-10484,PROD-013,2,52.86,0.0,105.72,55.03,50.69
976,ORD-10484,PROD-010,2,49.65,0.1,89.37,48.28,41.09
977,ORD-10485,PROD-007,3,572.54,0.15,1459.98,990.94,469.04
978,ORD-10486,PROD-015,1,18.67,0.0,18.67,12.74,5.93
979,ORD-10486,PROD-006,2,86.09,0.05,163.57,109.27,54.3
980,ORD-10486,PROD-003,4,69.84,0.0,279.36,165.85,113.51
981,ORD-10487,PROD-002,4,295.59,0.0,1182.36,542.0,640.36
982,ORD-10487,PROD-014,2,32.77,0.0,65.54,46.1,19.44
983,ORD-10488,PROD-014,3,27.76,0.1,74.95,50.34,24.61
984,ORD-10489,PROD-004,3,41.88,0.0,125.64,69.32,56.32
985,ORD-10489,PROD-013,2,53.24,0.0,106.48,57.65,48.83
986,ORD-10490,PROD-016,2,23.32,0.0,46.64,25.98,20.66
987,ORD-10491,PROD-014,2,27.11,0.05,51.51,26.13,25.38
988,ORD-10491,PROD-012,3,66.78,0.05,190.32,133.46,56.86
989,ORD-10491,PROD-013,2,57.66,0.0,115.32,69.38,45.94
990,ORD-10492,PROD-008,4,217.27,0.1,782.17,474.66,307.51
991,ORD-10492,PROD-010,3,45.98,0.0,137.94,69.58,68.36
992,ORD-10492,PROD-014,3,28.91,0.05,82.39,49.67,32.72
993,ORD-10493,PROD-015,1,17.55,0.1,15.8,7.32,8.48
994,ORD-10493,PROD-004,4,39.58,0.0,158.32,113.11,45.21
995,ORD-10494,PROD-009,2,201.43,0.0,402.86,232.74,170.12
996,ORD-10494,PROD-007,3,516.57,0.1,1394.74,958.13,436.61
997,ORD-10495,PROD-009,4,180.36,0.05,685.37,358.85,326.52
998,ORD-10495,PROD-011,2,80.84,0.1,145.51,98.31,47.2
999,ORD-10495,PROD-015,3,19.22,0.05,54.78,26.17,28.61
1000,ORD-10496,PROD-004,1,42.85,0.05,40.71,25.91,14.8
1001,ORD-10496,PROD-006,4,95.69,0.0,382.76,241.83,140.93
1002,ORD-10496,PROD-011,3,80.52,0.0,241.56,142.58,98.98
1003,ORD-10497,PROD-008,4,216.07,0.0,864.28,453.5,410.78
1004,ORD-10497,PROD-011,2,83.33,0.1,149.99,69.08,80.91
1005,ORD-10497,PROD-013,4,59.63,0.0,238.52,134.68,103.84
1006,ORD-10498,PROD-009,1,189.83,0.05,180.34,106.0,74.34
1007,ORD-10498,PROD-011,3,93.44,0.0,280.32,145.56,134.76
1008,ORD-10499,PROD-003,1,67.71,0.1,60.94,36.99,23.95
1009,ORD-10499,PROD-002,4,299.82,0.05,1139.32,594.14,545.18
1010,ORD-10500,PROD-014,2,29.22,0.0,58.44,33.64,24.8
1011,ORD-10500,PROD-005,4,100.99,0.05,383.76,200.8,182.96
1012,ORD-10501,PROD-007,4,565.88,0.1,2037.17,966.55,1070.62
1013,ORD-10502,PROD-004,1,41.24,0.0,41.24,24.81,16.43
1014,ORD-10502,PROD-010,3,43.46,0.15,110.82,68.8,42.02
1015,ORD-10502,PROD-002,3,299.02,0.0,897.06,591.83,305.23
1016,ORD-10503,PROD-007,2,512.7,0.05,974.13,596.55,377.58
1017,ORD-10504,PROD-001,1,925.85,0.0,925.85,638.59,287.26
1018,ORD-10504,PROD-012,2,64.37,0.15,109.43,63.12,46.31
1019,ORD-10504,PROD-013,3,61.38,0.05,174.93,102.15,72.78
1020,ORD-10505,PROD-015,4,19.45,0.1,70.02,47.71,22.31
1021,ORD-10505,PROD-009,2,189.09,0.0,378.18,213.03,165.15
1022,ORD-10505,PROD-013,1,55.07,0.1,49.56,34.26,15.3
1023,ORD-10506,PROD-014,4,27.85,0.0,111.4,55.49,55.91
1024,ORD-10506,PROD-010,3,41.55,0.0,124.65,72.94,51.71
1025,ORD-10506,PROD-009,3,169.92,0.15,433.3,235.93,197.37
1026,ORD-10507,PROD-009,3,172.01,0.0,516.03,307.05,208.98
1027,ORD-10507,PROD-006,4,93.73,0.0,374.92,248.71,126.21
1028,ORD-10507,PROD-007,4,521.06,0.1,1875.82,1014.97,860.85
1029,ORD-10508,PROD-013,1,56.37,0.0,56.37,39.6,16.77
1030,ORD-10508,PROD-006,2,86.84,0.05,165.0,97.74,67.26
1031,ORD-10508,PROD-004,4,36.13,0.05,137.29,65.17,72.12
1032,ORD-10509,PROD-016,2,24.02,0.1,43.24,23.66,19.58
1033,ORD-10509,PROD-013,3,58.42,0.0,175.26,91.2,84.06
1034,ORD-10509,PROD-007,4,553.08,0.0,2212.32,1241.18,971.14
1035,ORD-10510,PROD-016,4,20.84,0.15,70.86,34.62,36.24
1036,ORD-10510,PROD-001,3,855.27,0.1,2309.23,1484.95,824.28
1037,ORD-10511,PROD-011,2,88.58,0.15,150.59,69.76,80.83
1038,ORD-10511,PROD-007,4,516.55,0.0,2066.2,1107.36,958.84
1039,ORD-10512,PROD-011,1,76.61,0.0,76.61,55.12,21.49
1040,ORD-10512,PROD-007,3,516.02,0.0,1548.06,1027.28,520.78
1041,ORD-10512,PROD-003,2,67.75,0.1,121.95,64.77,57.18
1042,ORD-10513,PROD-004,3,40.85,0.05,116.42,74.57,41.85
1043,ORD-10513,PROD-009,3,170.0,0.1,459.0,290.54,168.46
1044,ORD-10514,PROD-015,2,17.76,0.0,35.52,18.15,17.37
1045,ORD-10514,PROD-013,1,53.41,0.0,53.41,34.12,19.29
1046,ORD-10515,PROD-001,3,918.97,0.05,2619.06,1677.4,941.66
1047,ORD-10515,PROD-012,4,72.55,0.05,275.69,195.26,80.43
1048,ORD-10516,PROD-006,3,98.74,0.1,266.6,144.57,122.03
1049,ORD-10517,PROD-016,4,21.75,0.0,87.0,43.69,43.31
1050,ORD-10517,PROD-009,4,190.56,0.0,762.24,361.38,400.86
1051,ORD-10518,PROD-004,3,40.28,0.0,120.84,63.82,57.02
1052,ORD-10518,PROD-002,1,313.09,0.0,313.09,194.57,118.52
1053,ORD-10518,PROD-003,1,78.02,0.1,70.22,42.71,27.51
1054,ORD-10519,PROD-009,2,188.12,0.0,376.24,219.56,156.68
1055,ORD-10519,PROD-014,4,27.8,0.05,105.64,57.38,48.26
1056,ORD-10520,PROD-009,4,187.13,0.05,711.09,422.47,288.62
1057,ORD-10521,PROD-005,3,110.39,0.0,331.17,222.41,108.76
1058,ORD-10522,PROD-005,4,100.98,0.0,403.92,198.74,205.18
1059,ORD-10522,PROD-010,1,47.64,0.05,45.26,27.27,17.99
1060,ORD-10522,PROD-007,4,491.08,0.0,1964.32,1011.4,952.92
1061,ORD-10523,PROD-015,1,17.05,0.05,16.2,10.84,5.36
1062,ORD-10524,PROD-011,4,78.09,0.0,312.36,212.7,99.66
1063,ORD-10524,PROD-012,2,64.14,0.0,128.28,67.6,60.68
1064,ORD-10524,PROD-003,1,83.04,0.1,74.74,50.68,24.06
1065,ORD-10525,PROD-006,3,101.35,0.0,304.05,145.28,158.77
1066,ORD-10526,PROD-013,3,58.55,0.0,175.65,89.02,86.63
1067,ORD-10527,PROD-010,4,46.59,0.0,186.36,125.92,60.44
1068,ORD-10527,PROD-007,2,500.51,0.05,950.97,455.85,495.12
1069,ORD-10527,PROD-005,2,117.26,0.05,222.79,108.73,114.06
1070,ORD-10528,PROD-004,3,36.5,0.0,109.5,51.74,57.76
1071,ORD-10528,PROD-014,4,30.7,0.0,122.8,85.22,37.58
1072,ORD-10529,PROD-006,4,99.82,0.15,339.39,238.02,101.37
1073,ORD-10530,PROD-004,2,38.19,0.0,76.38,49.84,26.54
1074,ORD-10530,PROD-012,2,58.78,0.0,117.56,78.67,38.89
1075,ORD-10530,PROD-009,1,168.86,0.0,168.86,105.93,62.93
1076,ORD-10531,PROD-011,4,90.74,0.0,362.96,224.84,138.12
1077,ORD-10532,PROD-013,2,60.69,0.1,109.24,63.36,45.88
1078,ORD-10533,PROD-011,3,89.42,0.0,268.26,191.48,76.78
1079,ORD-10533,PROD-016,2,23.63,0.15,40.17,22.56,17.61
1080,ORD-10534,PROD-009,2,194.36,0.1,349.85,179.83,170.02
1081,ORD-10534,PROD-010,2,41.58,0.0,83.16,54.27,28.89
1082,ORD-10534,PROD-008,1,247.28,0.0,247.28,114.98,132.3
1083,ORD-10535,PROD-002,4,271.6,0.0,1086.4,721.54,364.86
1084,ORD-10536,PROD-005,4,111.66,0.0,446.64,308.54,138.1
1085,ORD-10536,PROD-001,4,886.27,0.0,3545.08,1861.85,1683.23
1086,ORD-10536,PROD-008,1,224.12,0.0,224.12,133.39,90.73
1087,ORD-10537,PROD-004,2,44.2,0.15,75.14,49.66,25.48
1088,ORD-10537,PROD-002,3,284.12,0.1,767.12,415.65,351.47
1089,ORD-10538,PROD-014,1,32.99,0.05,31.34,16.66,14.68
1090,ORD-10538,PROD-008,4,255.87,0.1,921.13,552.04,369.09
1091,ORD-10538,PROD-016,4,24.46,0.0,97.84,51.12,46.72
1092,ORD-10539,PROD-010,2,49.13,0.0,98.26,53.06,45.2
1093,ORD-10540,PROD-006,1,97.5,0.0,97.5,54.46,43.04
1094,ORD-10541,PROD-013,2,54.69,0.0,109.38,62.23,47.15
1095,ORD-10542,PROD-016,4,23.21,0.1,83.56,52.98,30.58
1096,ORD-10542,PROD-012,4,62.29,0.0,249.16,147.64,101.52
1097,ORD-10542,PROD-013,4,56.46,0.0,225.84,138.42,87.42
1098,ORD-10543,PROD-016,4,23.79,0.0,95.16,44.38,50.78
1099,ORD-10543,PROD-010,3,46.33,0.05,132.04,94.04,38.0
1100,ORD-10544,PROD-007,3,489.02,0.0,1467.06,697.12,769.94
1101,ORD-10544,PROD-002,4,304.4,0.0,1217.6,664.8,552.8
1102,ORD-10544,PROD-013,2,49.57,0.0,99.14,45.27,53.87
1103,ORD-10545,PROD-005,1,122.58,0.0,122.58,86.53,36.05
1104,ORD-10545,PROD-008,2,226.24,0.0,452.48,310.74,141.74
1105,ORD-10546,PROD-014,3,33.34,0.0,100.02,51.67,48.35
1106,ORD-10546,PROD-002,1,287.86,0.1,259.07,183.26,75.81
1107,ORD-10546,PROD-013,2,57.14,0.0,114.28,64.77,49.51
1108,ORD-10547,PROD-014,3,30.55,0.0,91.65,56.94,34.71
1109,ORD-10547,PROD-009,1,183.67,0.0,183.67,131.04,52.63
1110,ORD-10548,PROD-004,3,38.9,0.0,116.7,64.21,52.49
1111,ORD-10548,PROD-007,4,499.41,0.0,1997.64,1341.68,655.96
1112,ORD-10549,PROD-012,1,66.07,0.1,59.46,41.92,17.54
1113,ORD-10550,PROD-005,2,104.5,0.0,209.0,113.4,95.6
1114,ORD-10550,PROD-001,1,1013.44,0.05,962.77,504.57,458.2
1115,ORD-10551,PROD-015,4,17.0,0.1,61.2,39.31,21.89
1116,ORD-10551,PROD-006,2,102.96,0.0,205.92,137.26,68.66
1117,ORD-10552,PROD-006,2,105.54,0.0,211.08,132.31,78.77
1118,ORD-10553,PROD-013,2,49.83,0.0,99.66,63.96,35.7
1119,ORD-10553,PROD-016,4,24.34,0.0,97.36,67.09,30.27
1120,ORD-10554,PROD-011,4,82.12,0.0,328.48,155.17,173.31
