order_id,order_date,customer_id,sales_channel
ORD-11086,2024-01-09,CUST-0240,Online
ORD-11087,2024-03-13,CUST-0090,Online
ORD-11088,2024-12-24,CUST-0103,Online
ORD-11089,2024-08-10,CUST-0250,Online
ORD-11090,2025-02-19,CUST-0008,Online
ORD-11091,2025-07-06,CUST-0153,Online
ORD-11092,2025-01-04,CUST-0174,Online
ORD-11093,2025-12-16,CUST-0158,Online
ORD-11094,2024-09-20,CUST-0215,Online
ORD-11095,2025-11-20,CUST-0177,Online
ORD-11096,2024-11-13,CUST-0175,B2B Sales
ORD-11097,2024-03-24,CUST-0146,Retail Store
ORD-11098,2024-11-13,CUST-0161,B2B Sales
ORD-11099,2024-04-20,CUST-0127,Online
ORD-11100,2024-09-07,CUST-0082,Online
ORD-11101,2025-01-17,CUST-0147,Retail Store
ORD-11102,2024-01-07,CUST-0239,Online
ORD-11103,2025-04-03,CUST-0084,Online
ORD-11104,2024-03-24,CUST-0113,Online
ORD-11105,2024-07-26,CUST-0225,Online
ORD-11106,2025-01-24,CUST-0243,Online
ORD-11107,2024-11-09,CUST-0143,Online
ORD-11108,2024-01-22,CUST-0041,Retail Store
ORD-11109,2025-02-13,CUST-0258,Online
ORD-11110,2025-05-29,CUST-0285,Online
ORD-11111,2024-05-06,CUST-0105,Retail Store
ORD-11112,2025-11-30,CUST-0202,Online
ORD-11113,2024-01-14,CUST-0266,Online
ORD-11114,2024-01-12,CUST-0210,B2B Sales
ORD-11115,2024-03-27,CUST-0051,Online
ORD-11116,2025-06-07,CUST-0118,Online
ORD-11117,2025-06-20,CUST-0201,Online
ORD-11118,2024-10-27,CUST-0039,Online
ORD-11119,2024-08-30,CUST-0028,Retail Store
ORD-11120,2024-05-01,CUST-0259,Retail Store
ORD-11121,2024-05-26,CUST-0084,Online
ORD-11122,2025-07-20,CUST-0155,Retail Store
ORD-11123,2024-12-21,CUST-0117,Retail Store
ORD-11124,2025-11-15,CUST-0002,Online
ORD-11125,2025-09-22,CUST-0093,Retail Store
ORD-11126,2024-11-04,CUST-0166,Online
ORD-11127,2025-11-25,CUST-0296,Online
ORD-11128,2024-10-14,CUST-0258,Online
ORD-11129,2024-11-02,CUST-0081,Online
ORD-11130,2025-08-16,CUST-0268,Online
ORD-11131,2025-12-23,CUST-0235,Retail Store
ORD-11132,2025-10-23,CUST-0213,Online
ORD-11133,2025-07-02,CUST-0062,Online
ORD-11134,2024-12-17,CUST-0049,Online
ORD-11135,2024-11-07,CUST-0127,Retail Store
ORD-11136,2024-02-28,CUST-0223,Retail Store
ORD-11137,2025-10-04,CUST-0279,Retail Store
ORD-11138,2025-12-14,CUST-0294,Retail Store
ORD-11139,2024-02-04,CUST-0284,B2B Sales
ORD-11140,2025-03-20,CUST-0277,Online
ORD-11141,2024-04-02,CUST-0107,Retail Store
ORD-11142,2024-07-25,CUST-0146,Retail Store
ORD-11143,2024-12-18,CUST-0099,B2B Sales
ORD-11144,2024-11-27,CUST-0073,B2B Sales
ORD-11145,2025-12-25,CUST-0122,Online
ORD-11146,2024-06-07,CUST-0030,Online
ORD-11147,2024-01-24,CUST-0188,Online
ORD-11148,2025-02-07,CUST-0288,Retail Store
ORD-11149,2025-05-30,CUST-0195,Online
ORD-11150,2024-12-29,CUST-0156,Online
ORD-11151,2025-01-16,CUST-0172,Retail Store
ORD-11152,2025-06-15,CUST-0041,Online
ORD-11153,2024-05-31,CUST-0063,B2B Sales
ORD-11154,2025-07-15,CUST-0023,Online
ORD-11155,2025-11-19,CUST-0075,Online
ORD-11156,2025-08-30,CUST-0048,Online
ORD-11157,2025-09-08,CUST-0160,Retail Store
ORD-11158,2025-02-23,CUST-0118,Online
ORD-11159,2024-09-06,CUST-0100,Online
ORD-11160,2024-04-26,CUST-0167,B2B Sales
ORD-11161,2025-05-26,CUST-0290,Online
ORD-11162,2025-07-31,CUST-0156,Retail Store
ORD-11163,2024-11-30,CUST-0007,Retail Store
ORD-11164,2025-02-21,CUST-0196,Online
ORD-11165,2024-10-21,CUST-0056,Retail Store
ORD-11166,2025-01-05,CUST-0193,Online
ORD-11167,2024-07-04,CUST-0047,Retail Store
ORD-11168,2024-09-02,CUST-0148,Online
ORD-11169,2025-09-28,CUST-0275,Retail Store
ORD-11170,2024-09-24,CUST-0157,Online
ORD-11171,2025-10-04,CUST-0202,Retail Store
ORD-11172,2024-08-24,CUST-0126,Online
ORD-11173,2025-06-13,CUST-0294,Online
ORD-11174,2025-07-05,CUST-0064,Online
ORD-11175,2024-01-21,CUST-0176,Online
ORD-11176,2025-06-03,CUST-0116,Retail Store
ORD-11177,2024-04-09,CUST-0204,Online
ORD-11178,2025-04-22,CUST-0031,B2B Sales
ORD-11179,2025-08-21,CUST-0113,B2B Sales
ORD-11180,2024-10-24,CUST-0067,Retail Store
ORD-11181,2025-06-09,CUST-0075,Online
ORD-11182,2024-11-29,CUST-0045,Online
ORD-11183,2024-01-02,CUST-0260,Retail Store
ORD-11184,2025-01-09,CUST-0154,Online
ORD-11185,2024-10-19,CUST-0155,Online
ORD-11186,2025-07-06,CUST-0234,Retail Store
ORD-11187,2024-11-13,CUST-0051,Retail Store
ORD-11188,2025-05-16,CUST-0262,Retail Store
ORD-11189,2025-01-15,CUST-0125,Online
ORD-11190,2025-09-14,CUST-0245,Retail Store
ORD-11191,2024-01-14,CUST-0030,Online
ORD-11192,2025-05-18,CUST-0122,Online
ORD-11193,2024-08-18,CUST-0125,B2B Sales
ORD-11194,2024-03-24,CUST-0037,Online
ORD-11195,2024-05-09,CUST-0170,Online
ORD-11196,2024-05-24,CUST-0124,Online
ORD-11197,2024-01-28,CUST-0035,B2B Sales
ORD-11198,2024-03-06,CUST-0087,Retail Store
ORD-11199,2024-06-11,CUST-0134,Retail Store
